7.993999999999999995e-01,6.748000000000000664e-01,6.702000000000000179e-01,6.719999999999999307e-01,7.207999999999999963e-01,6.305999999999999384e-01,6.762000000000000233e-01,6.857999999999999652e-01,7.696000000000000618e-01,7.590000000000000080e-01,7.459999999999999964e-01,8.080000000000000515e-01,7.882000000000000117e-01,8.085999999999999854e-01,7.865999999999999659e-01,7.705999999999999517e-01,7.906000000000000805e-01,7.906000000000000805e-01,7.670000000000001261e-01,7.725999999999999535e-01
8.415999999999999037e-01,7.953999999999999959e-01,7.883999999999999897e-01,8.032000000000000250e-01,8.115999999999999881e-01,8.211999999999999300e-01,8.205999999999999961e-01,8.240000000000000657e-01,8.256000000000000005e-01,8.286000000000001142e-01,8.301999999999999380e-01,8.297999999999999821e-01,8.317999999999999838e-01,8.306000000000001160e-01,8.307999999999999829e-01,8.304000000000000270e-01,8.303999999999998050e-01,8.295999999999998931e-01,8.303999999999998050e-01,8.297999999999999821e-01
8.491999999999999549e-01,8.154000000000000137e-01,8.227999999999999758e-01,8.346000000000000085e-01,8.439999999999999725e-01,8.428000000000001046e-01,8.470000000000000862e-01,8.477999999999999980e-01,8.498000000000001108e-01,8.495999999999999108e-01,8.497999999999998888e-01,8.489999999999999769e-01,8.484000000000000430e-01,8.502000000000000668e-01,8.492000000000000659e-01,8.485999999999999099e-01,8.487999999999999989e-01,8.487999999999999989e-01,8.487999999999999989e-01,8.487999999999999989e-01
8.577999999999998959e-01,8.331999999999999407e-01,8.419999999999998597e-01,8.474000000000000421e-01,8.512000000000000677e-01,8.554000000000000492e-01,8.568000000000000060e-01,8.561999999999999611e-01,8.559999999999998721e-01,8.572000000000000730e-01,8.565999999999999170e-01,8.588000000000001188e-01,8.591999999999998527e-01,8.603999999999999426e-01,8.599999999999999867e-01,8.596000000000000307e-01,8.606000000000000316e-01,8.596000000000000307e-01,8.599999999999999867e-01,8.597999999999998977e-01
8.718000000000000194e-01,8.569999999999999840e-01,8.631999999999999673e-01,8.649999999999999911e-01,8.695999999999999286e-01,8.700000000000001066e-01,8.703999999999998405e-01,8.701999999999999735e-01,8.715999999999999304e-01,8.697999999999999066e-01,8.715999999999999304e-01,8.714000000000000634e-01,8.725999999999999313e-01,8.715999999999999304e-01,8.737999999999999101e-01,8.737999999999999101e-01,8.724000000000000643e-01,8.729999999999999982e-01,8.728000000000000203e-01,8.732000000000000872e-01
8.760000000000000009e-01,8.618000000000000105e-01,8.677999999999999048e-01,8.676000000000000378e-01,8.695999999999999286e-01,8.662000000000000810e-01,8.701999999999999735e-01,8.698000000000000176e-01,8.686000000000000387e-01,8.686000000000000387e-01,8.698000000000000176e-01,8.699999999999998845e-01,8.709999999999998854e-01,8.701999999999999735e-01,8.701999999999999735e-01,8.698000000000000176e-01,8.701999999999999735e-01,8.698000000000000176e-01,8.695999999999999286e-01,8.698000000000000176e-01
8.741999999999998661e-01,8.597999999999998977e-01,8.677999999999999048e-01,8.662000000000000810e-01,8.688000000000000167e-01,8.673999999999999488e-01,8.688000000000000167e-01,8.671999999999998598e-01,8.691999999999999726e-01,8.691999999999999726e-01,8.699999999999998845e-01,8.704000000000000625e-01,8.705999999999999295e-01,8.701999999999999735e-01,8.718000000000000194e-01,8.704000000000000625e-01,8.715999999999999304e-01,8.728000000000000203e-01,8.718000000000000194e-01,8.716000000000001524e-01
8.747999999999999110e-01,8.608000000000000096e-01,8.672000000000000819e-01,8.672000000000000819e-01,8.701999999999999735e-01,8.679999999999999938e-01,8.695999999999999286e-01,8.665999999999998149e-01,8.686000000000000387e-01,8.673999999999999488e-01,8.701999999999999735e-01,8.688000000000000167e-01,8.698000000000000176e-01,8.694000000000000616e-01,8.701999999999999735e-01,8.699999999999998845e-01,8.710000000000001075e-01,8.706000000000001515e-01,8.704000000000000625e-01,8.698000000000000176e-01
8.747999999999999110e-01,8.611999999999999655e-01,8.663999999999999480e-01,8.676000000000000378e-01,8.691999999999999726e-01,8.673999999999999488e-01,8.701999999999999735e-01,8.679999999999999938e-01,8.693999999999999506e-01,8.673999999999999488e-01,8.686000000000000387e-01,8.699999999999998845e-01,8.699999999999998845e-01,8.691999999999999726e-01,8.695999999999999286e-01,8.690000000000001057e-01,8.689999999999999947e-01,8.693999999999999506e-01,8.699999999999998845e-01,8.695999999999999286e-01
8.747999999999999110e-01,8.617999999999998995e-01,8.667999999999999039e-01,8.672000000000000819e-01,8.694000000000000616e-01,8.678000000000001268e-01,8.710000000000001075e-01,8.679999999999999938e-01,8.701999999999998625e-01,8.677999999999999048e-01,8.691999999999999726e-01,8.693999999999999506e-01,8.708000000000000185e-01,8.693999999999999506e-01,8.695999999999999286e-01,8.698000000000000176e-01,8.699999999999998845e-01,8.695999999999999286e-01,8.698000000000000176e-01,8.701999999999999735e-01
